x1,x2,target
1.468372473413383,-0.5288527768151566,1
1.6189119840284039,-0.01712680950326234,1
-0.9546745782053597,0.5981320105401922,0
-0.8684254568381433,0.3483517597644453,0
1.2240894316804858,-0.575317069443193,1
0.3213584195311956,1.1352170394366492,0
0.8813621478028753,-0.17727159193881178,0
1.4556213051457223,-0.5236144566956896,1
0.837426156827674,0.7836210683328365,0
-1.147213389669281,1.1573137235951272,0
1.416249145633456,0.3646867283852735,0
1.570804352350903,0.3608621322361561,1
0.735302608111928,-0.44804135439338294,1
0.41452719207516325,1.4964684111682856,0
1.7972710968115035,-0.6413347840425874,1
-0.03754248164526983,0.08905258636097169,1
0.8506658787252702,0.6346628787930584,0
0.37620169326118735,-0.9613506334587896,1
0.4396622510455457,0.5476807615393415,0
1.2872848157818615,-0.73091941105991,1
1.8048449952914578,0.6474309526922769,1
0.7985604014887716,0.48082075175127525,0
1.7018824347481671,-0.29584958399885497,1
-0.5475331120745124,0.33966975592256676,0
0.5320403529230702,0.6737139188443748,0
1.1581455794871336,0.4148348126060929,0
0.5688982893250832,1.4960579557623166,0
0.4772990645142503,-0.859158353802607,1
-0.4611881378727717,0.3167541578886731,0
-0.5922140006422933,0.45505671310421936,0
-0.12393524855927487,1.0679329407682479,0
-0.5918655431829785,0.7705539903753269,0
0.6448322376240674,0.4742089853671262,1
1.4178482905938838,-0.45025686596318604,1
1.6134319105430182,0.2640852277356447,1
0.3219989449111263,-0.42153663940326874,1
0.644661405398927,0.7823943956374149,0
1.8183629193180904,-0.1006538786131595,1
-0.5415595214391813,0.5148370971413021,0
2.080633934283748,0.1602024636305754,1
1.451199145727608,-0.7314229226782782,1
0.5466773534051009,0.8909330358882397,0
0.21455135753500687,-0.6189127244206293,1
-0.45658485330169907,0.9296278229158526,0
-0.7390127915065161,0.45404777077575353,0
1.1431092019514508,-0.21544201008604696,1
1.875971630655914,0.2977095805695552,1
1.0547950281970777,-0.25841682002495314,1
1.2404521685751806,0.6783125625099078,0
0.6450268646085662,0.7962437030157253,0
0.54443189344354,1.0210177377507481,0
1.8057601673299892,0.8522140350684959,1
0.2054661945626226,0.5463144556840271,1
1.87095769269152,0.16657459347754272,1
0.41217702574786297,0.23270312247063674,0
0.17557282744712716,-0.07735387571079716,1
1.5369815350362264,-0.4785058085673085,1
0.357575895539534,-0.014693529261539884,1
1.3959213101466077,0.5895644269835206,0
0.07326299202292225,0.8388320829738751,0
1.088386682764954,0.8996934007509456,0
1.3540976522386847,-0.7272551356101165,1
0.7710185319697875,0.031436558231164646,0
0.8700870428639218,-0.28387781394823686,1
1.172635863872963,-0.26308650324439986,1
2.3929016472311226,-0.04978424742109672,1
0.2126273821620716,1.0421402148569947,0
1.678649072606261,-0.3964352362773216,1
0.28242121280896937,-0.29836467974742953,1
-0.28271531381078946,0.1695237999631469,1
1.219895371560814,-0.1033025445944902,0
0.5810936847319875,-0.3882626558436265,1
2.011388025310378,-0.12138458498367881,1
2.2558293273137617,0.45648122754206644,1
0.5012815533944178,-0.24386696522136492,0
0.44093476918551555,0.18006788127436887,1
0.8985394063641392,0.48739440995853245,0
-0.10217186068939774,0.9887392209570358,0
1.749826884625511,-0.17190174698055025,1
0.14856845279027187,-0.2797295363278792,1
0.6625078040626433,-0.14940350354917256,1
-0.8817248998756686,0.18799726231020072,0
0.29249924057312593,-0.5072339347714279,1
0.41639858999654067,-0.1998693557020189,1
-0.19784884370863248,0.834174403382501,0
-0.6184171992606736,0.4105976307646451,0
0.18883497330558174,0.3483602331541275,1
-0.200443251616732,1.0087404305848302,0
0.4583709385174679,-0.2436633895863422,1
1.2513405714904704,-1.0604659495168394,1
-0.4318400221547446,0.2453646414827228,0
-0.21486604313956242,0.7282531755466561,0
-0.223536940201562,0.1457025393471832,1
0.2976510224206726,-0.3758348642884674,1
0.6299176006838116,-0.2401239716557353,1
0.7117818125089515,-0.44644074652814636,1
0.2712756177012236,-0.3085945796340433,1
1.1307456982507447,0.5897990434026182,0
0.4301486312764802,-0.3788392013847733,1
1.3993068318627309,-0.5020221656718084,1
0.33519704968981046,0.20922315435261435,1
1.9775503596328232,-0.3774207849395274,1
0.217705498986641,0.3184977265195501,1
1.0211348426215403,0.005801331138790819,0
0.39495788754661393,0.9626621450836613,0
0.48003158257024475,1.10741469209584,0
0.2513211108792381,1.2300676062143987,0
1.0630130949119045,-0.6294227911922688,1
0.020478827763425134,0.9803882874407339,0
1.2004275698773839,0.4216756213095352,0
0.746703853082805,-0.7083756697946987,1
1.0915658999795406,-0.6145094042722509,1
0.014741006838410564,1.2074107172628588,0
-0.03299525334375296,0.3393822250764296,1
0.3009641714797099,1.2600084802509284,0
0.7538536199761976,-0.7833070897452066,1
0.9111823823097045,0.3525295991608343,0
-0.3576427209784411,0.7492976338611144,0
0.6496870451748475,-0.47671610380449625,1
0.4867497629176182,0.5394791363313092,0
-0.25388423643514524,0.8138113603515309,0
0.8586451831847605,0.2158557607479782,0
0.23405316461827283,-0.07716168643320526,1
0.9306202766131725,0.6213777405898426,0
0.5479951994505209,0.893015507252543,0
-0.6600695612616093,-0.052017841788555105,0
0.2089179299480531,0.3145746788337912,1
0.8781914302544398,-0.505752055316114,1
0.6922055844218107,0.05110117409798605,0
1.043654909554769,-0.1554765223502093,1
-0.9923872200778632,0.8539787341106472,0
0.03067603107278072,0.8861103195873679,0
0.7942749254714512,-0.1326712142698992,1
0.0895925957504436,-0.6025606516356785,1
0.4015752996644708,-0.2521451769936361,1
2.0980760840518107,0.45632936035165084,1
-1.2332049233554003,0.8644649633959052,0
0.27357886819636573,1.0357757559301497,0
0.3695077516083809,0.43141757043263385,0
0.5358286774674326,-0.3617731225176485,1
0.2848142039022843,-0.3390112144270206,1
-0.020718941264898632,1.2571209444748201,0
-0.8244948713950423,0.42853462257276326,0
0.6637443733253539,-0.3728906515238819,1
0.8383350571686905,0.6517042776335952,0
0.16440714405515283,1.0096147260759725,0
-1.0581682368602618,-0.06051947762841495,0
1.268479794049738,-0.3704464595664035,1
-0.8124775807479783,0.32018736944201875,0
0.570417369261997,-0.8176828714000338,1
0.10348068925923508,0.9554103460610118,0
-0.8224938492761523,0.8097612076416592,0
-0.19471068180239842,1.360170548327169,0
-1.0561548576304425,-0.04017324256795407,0
0.6373311443576407,0.7077683807455087,0
0.34810167018029686,-0.30267017400620205,1
-1.40546166338165,-0.037008358928151935,0
2.1807653550183947,0.33422417211228544,1
0.7682265612477084,-0.7061026498175889,1
1.6838282675615244,0.13474798376647146,1
1.5805760051082414,0.10839795652501327,1
-0.8470265110979969,0.03729283252756477,0
0.134729217815432,0.9472364545879987,0
1.9016192522999282,0.24976145165889777,1
-0.6404856180945943,0.026483108977732595,0
1.7777950698249319,0.13646319430128642,1
0.7219326671545186,-0.36111382383014273,1
-0.4635137231378726,0.809664133278186,0
0.04451067934504068,0.5046961777144003,1
0.16790163779039774,0.8733338169446758,0
1.0966798672318632,0.5965694420770072,0
0.3439561341766895,1.02579338682436,0
0.06935016333917005,0.8564530180762271,0
1.1222015474468827,-0.039907201783740937,0
-0.3550752005010373,1.0839245782943845,0
-0.26648232452648146,0.817083678092833,0
1.3488185122635872,0.27778152840865244,1
0.45164966130617695,-0.39206462987561413,1
0.014767248704037292,0.6671834396937819,1
2.1889156416773687,-0.07638008707290937,1
-0.750721194525545,-0.058829685476812874,0
0.5167042732658023,-0.5147171609313042,1
0.9333930624563223,-0.9593457157276833,1
0.16453250188339916,1.0689402214735484,0
-0.6308572505463954,1.6351138010406314,0
-0.3125801602830274,1.2228221160575183,0
-0.9481792122738633,0.7523679319275619,0
-0.31996315446753554,0.15637433744319773,1
2.1257414457528934,-0.19184124197170493,1
0.9278343503163552,0.18269424813205204,0
0.24516738862299875,-0.4887294446156644,1
1.3018638121695472,-0.5315022730429043,1
0.7469372208450072,0.9203137311007055,0
1.7898174109248461,-0.23599235568507218,1
0.7499905908282689,0.26270748288377616,0
0.38140835273444196,1.0828545652024042,0
0.009647095385222126,0.17935005473807447,1
-0.2529699608080775,0.35966697295165584,1
-0.17264691786538508,1.0468924998236964,0
1.7757809663613675,-0.667358686847001,1
-1.1168934883392156,0.3169640926238262,0
0.7943568660906323,-0.6010763720636119,1
-0.7892429801422126,0.43015093455498465,0
0.1764803794878223,0.44609005906550897,1
-0.32079693719309077,0.768034723371444,0
0.12039931003925144,0.17590386483510684,1
2.4180698090217123,0.7307330455523519,1
1.8087843296702295,0.21818793792501542,1
0.5151480548513566,0.09900339005541511,1
-0.5519192314683834,0.839231140505126,0
1.986839875968441,0.23854535185693537,1
0.09389614885743192,1.3493255613062143,0
2.2072678578425413,0.41474832411060786,1
-0.8141694843535272,0.846364347728749,0
1.9337692451876116,0.22695944908349475,1
1.28117921647054,-0.41487751459666733,1
-0.9336035262704546,0.5059632112954597,0
-0.9819291432746297,0.8525314412150331,0
0.4161969025349733,-0.20628729518394096,1
0.8954384040200748,-0.47931611212969766,1
0.37363943155203405,-0.7052217748890792,1
-0.2602916318516229,0.2952755060210806,1
0.9101588658261621,-0.17763341950303196,1
1.1301173569657619,-0.6436145985045021,1
2.1338785284342245,-0.010734504628629904,1
0.43467545972154675,0.809714791736911,0
0.6234366702648146,-0.14219296245321278,1
0.7771027848983643,0.4335308587793739,0
0.40345480680308077,-0.509116606338728,1
0.5981858132382495,0.3110549037494017,1
-0.5833512022022079,0.5383074124186178,0
-0.7826269630095511,0.4678302384599733,0
-0.07094207610421033,1.0870735080270073,0
0.3354146744792397,0.6252969663360453,0
0.34965828061235676,0.5701330292952025,1
0.35346512015896503,-0.318322070694119,1
-0.3127343519922972,0.22123556989357024,1
0.3116142787046233,1.3831363802116794,0
-0.02608705134721978,1.0742097923538239,0
0.5612110522585333,-0.6510866916677136,1
-0.22338732113188647,0.45250712789385367,1
1.2472425934057874,-0.8307794166064457,1
0.7010766900669443,-0.5996745341666996,1
1.829228854004225,0.1908847940380537,1
0.457786857896529,0.6469723239316665,1
-0.003570421588086778,1.1089325085514319,0
0.9831627654876578,0.5484388641232785,0
0.9237177142589788,0.24747246467271178,0
-0.865177707709109,0.3645614283685409,0
0.4727764534838416,0.5454509656517297,0
1.0840167522141129,-0.2441037444986799,1
1.4028558010144856,-0.309024751499691,1
-0.44555362431346024,0.6443567778180507,1
1.214052690585145,-1.1174368421376926,1
0.785577608778347,-0.51544428434029,1
-0.06456185793328402,0.8263050496808653,0
0.4430474494870609,1.4189765966669274,0
0.9350772137379086,0.32110157817787505,0
2.143095734412059,0.22324958267034062,1
-0.8774676209162524,0.5203350139459264,0
-0.4780157032421237,0.7689626170276317,0
